rowid,brainfield,ENSEMBL,SYMBOL,GENENAME,MAP,ENTREZID,BIOSOURCE_POSITION,GENETYPE,LOCUS,DESCRIPTION,SUMMARY,gene_family
2302,ENSG00000145335,ENSG00000145335,SNCA,synuclein alpha,4q22.1,6622,4,protein-coding,SNCA,synuclein alpha,"Alpha-synuclein is a member of the synuclein family, which also includes beta- and gamma-synuclein. Synucleins are abundantly expressed in the brain and alpha- and beta-synuclein inhibit phospholipase D2 selectively. SNCA may serve to integrate presynaptic signaling and membrane trafficking. Defects in SNCA have been implicated in the pathogenesis of Parkinson disease. SNCA peptides are a major component of amyloid plaques in the brains of patients with Alzheimer's disease. Alternatively spliced transcripts encoding different isoforms have been identified for this gene. [provided by RefSeq, Feb 2016]",Signal Transduction
10146,ENSG00000064692,ENSG00000064692,SNCAIP,synuclein alpha interacting protein,5q23.2,9627,5,protein-coding,SNCAIP,synuclein alpha interacting protein,"This gene encodes a protein containing several protein-protein interaction domains, including ankyrin-like repeats, a coiled-coil domain, and an ATP/GTP-binding motif. The encoded protein interacts with alpha-synuclein in neuronal tissue and may play a role in the formation of cytoplasmic inclusions and neurodegeneration. A mutation in this gene has been associated with Parkinson's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2015]",Signal Transduction
10706,ENSG00000173267,ENSG00000173267,SNCG,synuclein gamma,10q23.2,6623,10,protein-coding,SNCG,synuclein gamma,"This gene encodes a member of the synuclein family of proteins which are believed to be involved in the pathogenesis of neurodegenerative diseases. Mutations in this gene have also been associated with breast tumor development. [provided by RefSeq, Jan 2010]",Signal Transduction
12661,ENSG00000141750,ENSG00000141750,STAC2,SH3 and cysteine rich domain 2,17q12,342667,17,protein-coding,STAC2,SH3 and cysteine rich domain 2,"This gene encodes a protein containing an SH3 domain and a zinc finger domain. The encoded protein has been shown to regulate calcium channel inactivation in a human cell line. Reduced expression of this gene has been observed in human heart failure. [provided by RefSeq, May 2017]",Signal Transduction
8779,ENSG00000156299,ENSG00000156299,TIAM1,T cell lymphoma invasion and metastasis 1,21q22.11,7074,21,protein-coding,TIAM1,T cell lymphoma invasion and metastasis 1,"This gene encodes a RAC1-specific guanine nucleotide exchange factor (GEF). GEFs mediate the exchange of guanosine diphosphate (GDP) for guanosine triphosphate (GTP). The binding of GTP induces a conformational change in RAC1 that allows downstream effectors to bind and transduce a signal. This gene thus regulates RAC1 signaling pathways that affect cell shape, migration, adhesion, growth, survival, and polarity, as well as influencing actin cytoskeletal formation, endocytosis, and membrane trafficking. This gene thus plays an important role in cell invasion, metastasis, and carcinogenesis. In addition to RAC1, the encoded protein activates additional Rho-like GTPases such as CDC42, RAC2, RAC3 and RHOA. This gene encodes multiple protein isoforms that experience a diverse array of intramolecular, protein-protein, and phosphorylation interactions as well as phosphoinositide binding. Both the longer and shorter isoforms have C-terminal Dbl homology (DH) and pleckstrin homology (PH) domains while only the longer isoforms of this gene have the N-terminal myristoylation site and the downstream N-terminal PH domain, ras-binding domain (RBD), and PSD-95/DlgA/ZO-1 (PDZ) domain. [provided by RefSeq, Jul 2017]",Signal Transduction
13426,ENSG00000072657,ENSG00000072657,TRHDE,thyrotropin releasing hormone degrading enzyme,12q21.1,29953,12,protein-coding,TRHDE,thyrotropin releasing hormone degrading enzyme,"This gene encodes a member of the peptidase M1 family. The encoded protein is an extracellular peptidase that specifically cleaves and inactivates the neuropeptide thyrotropin-releasing hormone.[provided by RefSeq, Dec 2008]",Signal Transduction
10408,ENSG00000081803,ENSG00000081803,CADPS2,calcium dependent secretion activator 2,7q31.32,93664,7,protein-coding,CADPS2,calcium dependent secretion activator 2,"This gene encodes a member of the calcium-dependent activator of secretion (CAPS) protein family, which are calcium binding proteins that regulate the exocytosis of synaptic and dense-core vesicles in neurons and neuroendocrine cells. Mutations in this gene may contribute to autism susceptibility. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2009]",Synaptic Protein
13032,ENSG00000213578,ENSG00000213578,CPLX3,complexin 3,15q24.1,594855,15,protein-coding,CPLX3,complexin 3,NA,Synaptic Protein
11674,ENSG00000082458,ENSG00000082458,DLG3,discs large MAGUK scaffold protein 3,Xq13.1,1741,X,protein-coding,DLG3,discs large MAGUK scaffold protein 3,"This gene encodes a member of the membrane-associated guanylate kinase protein family. The encoded protein may play a role in clustering of NMDA receptors at excitatory synapses. It may also negatively regulate cell proliferation through interaction with the C-terminal region of the adenomatosis polyposis coli tumor suppressor protein. Mutations in this gene have been associated with X-linked cognitive disability. Alternatively spliced transcript variants have been described. [provided by RefSeq, Oct 2009]",Synaptic Protein
7132,ENSG00000132535,ENSG00000132535,DLG4,discs large MAGUK scaffold protein 4,17p13.1,1742,17,protein-coding,DLG4,discs large MAGUK scaffold protein 4,"This gene encodes a member of the membrane-associated guanylate kinase (MAGUK) family. It heteromultimerizes with another MAGUK protein, DLG2, and is recruited into NMDA receptor and potassium channel clusters. These two MAGUK proteins may interact at postsynaptic sites to form a multimeric scaffold for the clustering of receptors, ion channels, and associated signaling proteins. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",Synaptic Protein
2858,ENSG00000047579,ENSG00000047579,DTNBP1,dystrobrevin binding protein 1,6p22.3,84062,6,protein-coding,DTNBP1,dystrobrevin binding protein 1,"This gene encodes a protein that may play a role in organelle biogenesis associated with melanosomes, platelet dense granules, and lysosomes. A similar protein in mouse is a component of a protein complex termed biogenesis of lysosome-related organelles complex 1 (BLOC-1), and binds to alpha- and beta-dystrobrevins, which are components of the dystrophin-associated protein complex (DPC). Mutations in this gene are associated with Hermansky-Pudlak syndrome type 7. This gene may also be associated with schizophrenia. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]",Synaptic Protein
14627,ENSG00000172020,ENSG00000172020,GAP43,growth associated protein 43,3q13.31,2596,3,protein-coding,GAP43,growth associated protein 43,"The protein encoded by this gene has been termed a 'growth' or 'plasticity' protein because it is expressed at high levels in neuronal growth cones during development and axonal regeneration. This protein is considered a crucial component of an effective regenerative response in the nervous system. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",Synaptic Protein
11963,ENSG00000152413,ENSG00000152413,HOMER1,homer scaffold protein 1,5q14.1,9456,5,protein-coding,HOMER1,homer scaffold protein 1,"This gene encodes a member of the homer family of dendritic proteins. Members of this family regulate group 1 metabotrophic glutamate receptor function. [provided by RefSeq, Jul 2008]",Synaptic Protein
12476,ENSG00000169760,ENSG00000169760,NLGN1,neuroligin 1,3q26.31,22871,3,protein-coding,NLGN1,neuroligin 1,"This gene encodes a member of a family of neuronal cell surface proteins. Members of this family may act as splice site-specific ligands for beta-neurexins and may be involved in the formation and remodeling of central nervous system synapses. [provided by RefSeq, Jul 2008]",Synaptic Protein
9257,ENSG00000196338,ENSG00000196338,NLGN3,neuroligin 3,Xq13.1,54413,X,protein-coding,NLGN3,neuroligin 3,"This gene encodes a member of a family of neuronal cell surface proteins. Members of this family may act as splice site-specific ligands for beta-neurexins and may be involved in the formation and remodeling of central nervous system synapses. Mutations in this gene may be associated with autism and Asperger syndrome. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Oct 2009]",Synaptic Protein
12839,ENSG00000146938,ENSG00000146938,NLGN4X,neuroligin 4 X-linked,Xp22.32-p22.31,57502,X,protein-coding,NLGN4X,neuroligin 4 X-linked,"This gene encodes a member of the type-B carboxylesterase/lipase protein family. The encoded protein belongs to a family of neuronal cell surface proteins. Members of this family may act as splice site-specific ligands for beta-neurexins and may be involved in the formation and remodeling of central nervous system synapses. The encoded protein interacts with discs large homolog 4 (DLG4). Mutations in this gene have been associated with autism and Asperger syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]",Synaptic Protein
12736,ENSG00000179915,ENSG00000179915,NRXN1,neurexin 1,2p16.3,9378,2,protein-coding,NRXN1,neurexin 1,"This gene encodes a single-pass type I membrane protein that belongs to the neurexin family. Neurexins are cell-surface receptors that bind neuroligins to form Ca(2+)-dependent neurexin/neuroligin complexes at synapses in the central nervous system. This complex is required for efficient neurotransmission and is involved in the formation of synaptic contacts. Three members of this gene family have been studied in detail and are estimated to generate over 3,000 variants through the use of two alternative promoters (alpha and beta) and extensive alternative splicing in each family member. Recently, a third promoter (gamma) was identified for this gene in the 3' region. Mutations in this gene are associated with Pitt-Hopkins-like syndrome-2 and may contribute to susceptibility to schizophrenia. [provided by RefSeq, Aug 2016]",Synaptic Protein
12795,ENSG00000110076,ENSG00000110076,NRXN2,neurexin 2,11q13.1,9379,11,protein-coding,NRXN2,neurexin 2,"This gene encodes a member of the neurexin gene family. The products of these genes function as cell adhesion molecules and receptors in the vertebrate nervous system. These genes utilize two promoters. The majority of transcripts are produced from the upstream promoter and encode alpha-neurexin isoforms while a smaller number of transcripts are produced from the downstream promoter and encode beta-neuresin isoforms. The alpha-neurexins contain epidermal growth factor-like (EGF-like) sequences and laminin G domains, and have been shown to interact with neurexophilins. The beta-neurexins lack EGF-like sequences and contain fewer laminin G domains than alpha-neurexins. Alternative splicing and the use of alternative promoters may generate thousands of transcript variants (PMID: 12036300, PMID: 11944992).[provided by RefSeq, Jun 2010]",Synaptic Protein
11626,ENSG00000251322,ENSG00000251322,SHANK3,SH3 and multiple ankyrin repeat domains 3,22q13.33,85358,22,protein-coding,SHANK3,SH3 and multiple ankyrin repeat domains 3,"This gene is a member of the Shank gene family. Shank proteins are multidomain scaffold proteins of the postsynaptic density that connect neurotransmitter receptors, ion channels, and other membrane proteins to the actin cytoskeleton and G-protein-coupled signaling pathways. Shank proteins also play a role in synapse formation and dendritic spine maturation. Mutations in this gene are a cause of autism spectrum disorder (ASD), which is characterized by impairments in social interaction and communication, and restricted behavioral patterns and interests. Mutations in this gene also cause schizophrenia type 15, and are a major causative factor in the neurological symptoms of 22q13.3 deletion syndrome, which is also known as Phelan-McDermid syndrome. Additional isoforms have been described for this gene but they have not yet been experimentally verified. [provided by RefSeq, Mar 2012]",Synaptic Protein
13547,ENSG00000132639,ENSG00000132639,SNAP25,synaptosome associated protein 25,20p12.2,6616,20,protein-coding,SNAP25,synaptosome associated protein 25,"Synaptic vesicle membrane docking and fusion is mediated by SNAREs (soluble N-ethylmaleimide-sensitive factor attachment protein receptors) located on the vesicle membrane (v-SNAREs) and the target membrane (t-SNAREs). The assembled v-SNARE/t-SNARE complex consists of a bundle of four helices, one of which is supplied by v-SNARE and the other three by t-SNARE. For t-SNAREs on the plasma membrane, the protein syntaxin supplies one helix and the protein encoded by this gene contributes the other two. Therefore, this gene product is a presynaptic plasma membrane protein involved in the regulation of neurotransmitter release. Two alternative transcript variants encoding different protein isoforms have been described for this gene. [provided by RefSeq, Jul 2008]",Synaptic Protein
18314,ENSG00000122012,ENSG00000122012,SV2C,synaptic vesicle glycoprotein 2C,5q13.3,22987,5,protein-coding,SV2C,synaptic vesicle glycoprotein 2C,NA,Synaptic Protein
3009,ENSG00000197283,ENSG00000197283,SYNGAP1,synaptic Ras GTPase activating protein 1,6p21.32,8831,6,protein-coding,SYNGAP1,synaptic Ras GTPase activating protein 1,"This gene encodes a Ras GTPase activating protein that is a member of the N-methyl-D-aspartate receptor complex. The N-terminal domain of the protein contains a Ras-GAP domain, a pleckstrin homology domain, and a C2 domain that may be involved in binding of calcium and phospholipids. The C-terminal domain consists of a ten histidine repeat region, serine and tyrosine phosphorylation sites, and a T/SXV motif required for postsynaptic scaffold protein interaction. The encoded protein negatively regulates Ras, Rap and alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor trafficking to the postsynaptic membrane to regulate synaptic plasticity and neuronal homeostasis. Allelic variants of this gene are associated with intellectual disability and autism spectrum disorder. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2016]",Synaptic Protein
14623,ENSG00000163630,ENSG00000163630,SYNPR,synaptoporin,3p14.2,132204,3,protein-coding,SYNPR,synaptoporin,NA,Synaptic Protein
14257,ENSG00000103528,ENSG00000103528,SYT17,synaptotagmin 17,16p12.3,51760,16,protein-coding,SYT17,synaptotagmin 17,NA,Synaptic Protein
13197,ENSG00000132872,ENSG00000132872,SYT4,synaptotagmin 4,18q12.3,6860,18,protein-coding,SYT4,synaptotagmin 4,NA,Synaptic Protein
18365,ENSG00000134207,ENSG00000134207,SYT6,synaptotagmin 6,1p13.2,148281,1,protein-coding,SYT6,synaptotagmin 6,"The protein encoded by this gene belongs to the synaptotagmin family. Synaptotagmins share a common domain structure that includes a transmembrane domain and a cytoplasmic region composed of 2 C2 domains, and are involved in calcium-dependent exocytosis of synaptic vesicles. This protein has been shown to be a key component of the secretory machinery involved in acrosomal exocytosis. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2011]",Synaptic Protein
5372,ENSG00000139190,ENSG00000139190,VAMP1,vesicle associated membrane protein 1,12p13.31,6843,12,protein-coding,VAMP1,vesicle associated membrane protein 1,"Synapotobrevins, syntaxins, and the synaptosomal-associated protein SNAP25 are the main components of a protein complex involved in the docking and/or fusion of synaptic vesicles with the presynaptic membrane. The protein encoded by this gene is a member of the vesicle-associated membrane protein (VAMP)/synaptobrevin family. Mutations in this gene are associated with autosomal dominant spastic ataxia 1. Multiple alternative splice variants have been described, but the full-length nature of some variants has not been defined. [provided by RefSeq, Jul 2014]",Synaptic Protein
12401,ENSG00000004848,ENSG00000004848,ARX,aristaless related homeobox,Xp21.3,170302,X,protein-coding,ARX,aristaless related homeobox,"This gene is a homeobox-containing gene expressed during development. The expressed protein contains two conserved domains, a C-peptide (or aristaless domain) and the prd-like class homeobox domain. It is a member of the group-II aristaless-related protein family whose members are expressed primarily in the central and/or peripheral nervous system. This gene is thought to be involved in CNS development. Expansion of a polyalanine tract and other mutations in this gene cause X-linked cognitive disability and epilepsy. [provided by RefSeq, Jul 2016]",Transcription Factor
9038,ENSG00000128272,ENSG00000128272,ATF4,activating transcription factor 4,22q13.1,468,22,protein-coding,ATF4,activating transcription factor 4,"This gene encodes a transcription factor that was originally identified as a widely expressed mammalian DNA binding protein that could bind a tax-responsive enhancer element in the LTR of HTLV-1. The encoded protein was also isolated and characterized as the cAMP-response element binding protein 2 (CREB-2). The protein encoded by this gene belongs to a family of DNA-binding proteins that includes the AP-1 family of transcription factors, cAMP-response element binding proteins (CREBs) and CREB-like proteins. These transcription factors share a leucine zipper region that is involved in protein-protein interactions, located C-terminal to a stretch of basic amino acids that functions as a DNA binding domain. Two alternative transcripts encoding the same protein have been described. Two pseudogenes are located on the X chromosome at q28 in a region containing a large inverted duplication. [provided by RefSeq, Sep 2011]",Transcription Factor
8381,ENSG00000169136,ENSG00000169136,ATF5,activating transcription factor 5,19q13.33,22809,19,protein-coding,ATF5,activating transcription factor 5,NA,Transcription Factor
14684,ENSG00000164326,ENSG00000164326,CARTPT,CART prepropeptide,5q13.2,9607,5,protein-coding,CARTPT,CART prepropeptide,"This gene encodes a preproprotein that is proteolytically processed to generate multiple biologically active peptides. These peptides play a role in appetite, energy balance, maintenance of body weight, reward and addiction, and the stress response. Expression of a similar gene transcript in rodents is upregulated following administration of cocaine and amphetamine. Mutations in this gene are associated with susceptibility to obesity in humans. [provided by RefSeq, Feb 2016]",Transcription Factor
1486,ENSG00000118260,ENSG00000118260,CREB1,cAMP responsive element binding protein 1,2q33.3,1385,2,protein-coding,CREB1,cAMP responsive element binding protein 1,"This gene encodes a transcription factor that is a member of the leucine zipper family of DNA binding proteins. This protein binds as a homodimer to the cAMP-responsive element, an octameric palindrome. The protein is phosphorylated by several protein kinases, and induces transcription of genes in response to hormonal stimulation of the cAMP pathway. Alternate splicing of this gene results in several transcript variants encoding different isoforms. [provided by RefSeq, Mar 2016]",Transcription Factor
14959,ENSG00000111249,ENSG00000111249,CUX2,cut like homeobox 2,12q24.11-q24.12,23316,12,protein-coding,CUX2,cut like homeobox 2,"This gene encodes a protein which contains three CUT domains and a homeodomain; both domains are DNA-binding motifs. A similar gene, whose gene product possesses different DNA-binding activities, is located on chromosome on chromosome 7. Two pseudogenes of this gene have been identified on chromosomes 10 and 4. [provided by RefSeq, Jan 2013]",Transcription Factor
13449,ENSG00000185559,ENSG00000185559,DLK1,delta like non-canonical Notch ligand 1,14q32.2,8788,14,protein-coding,DLK1,delta like non-canonical Notch ligand 1,"This gene encodes a transmembrane protein that contains multiple epidermal growth factor repeats that functions as a regulator of cell growth. The encoded protein is involved in the differentiation of several cell types including adipocytes. This gene is located in a region of chromosome 14 frequently showing unparental disomy, and is imprinted and expressed from the paternal allele. A single nucleotide variant in this gene is associated with child and adolescent obesity and shows polar overdominance, where heterozygotes carrying an active paternal allele express the phenotype, while mutant homozygotes are normal. [provided by RefSeq, Nov 2015]",Transcription Factor
14587,ENSG00000144355,ENSG00000144355,DLX1,distal-less homeobox 1,2q31.1,1745,2,protein-coding,DLX1,distal-less homeobox 1,"This gene encodes a member of a homeobox transcription factor gene family similiar to the Drosophila distal-less gene. The encoded protein is localized to the nucleus where it may function as a transcriptional regulator of signals from multiple TGF-{beta} superfamily members. The encoded protein may play a role in the control of craniofacial patterning and the differentiation and survival of inhibitory neurons in the forebrain. This gene is located in a tail-to-tail configuration with another member of the family on the long arm of chromosome 2. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]",Transcription Factor
14184,ENSG00000105880,ENSG00000105880,DLX5,distal-less homeobox 5,7q21.3,1749,7,protein-coding,DLX5,distal-less homeobox 5,"This gene encodes a member of a homeobox transcription factor gene family similiar to the Drosophila distal-less gene. The encoded protein may play a role in bone development and fracture healing. Mutation in this gene, which is located in a tail-to-tail configuration with another member of the family on the long arm of chromosome 7, may be associated with split-hand/split-foot malformation. [provided by RefSeq, Jul 2008]",Transcription Factor
18376,ENSG00000006377,ENSG00000006377,DLX6,distal-less homeobox 6,7q21.3,1750,7,protein-coding,DLX6,distal-less homeobox 6,"This gene encodes a member of a homeobox transcription factor gene family similiar to the Drosophila distal-less gene. This family is comprised of at least 6 different members that encode proteins with roles in forebrain and craniofacial development. This gene is in a tail-to-tail configuration with another member of the family on the long arm of chromosome 7. [provided by RefSeq, Jul 2008]",Transcription Factor
17787,ENSG00000164778,ENSG00000164778,EN2,engrailed homeobox 2,7q36.3,2020,7,protein-coding,EN2,engrailed homeobox 2,"Homeobox-containing genes are thought to have a role in controlling development. In Drosophila, the 'engrailed' (en) gene plays an important role during development in segmentation, where it is required for the formation of posterior compartments. Different mutations in the mouse homologs, En1 and En2, produced different developmental defects that frequently are lethal. The human engrailed homologs 1 and 2 encode homeodomain-containing proteins and have been implicated in the control of pattern formation during development of the central nervous system. [provided by RefSeq, Jul 2008]",Transcription Factor
1664,ENSG00000163508,ENSG00000163508,EOMES,eomesodermin,3p24.1,8320,3,protein-coding,EOMES,eomesodermin,"This gene belongs to the TBR1 (T-box brain protein 1) sub-family of T-box genes that share the common DNA-binding T-box domain. The encoded protein is a transcription factor which is crucial for embryonic development of mesoderm and the central nervous system in vertebrates. The protein may also be necessary for the differentiation of effector CD8+ T cells which are involved in defense against viral infections. A similar gene disrupted in mice is shown to be essential during trophoblast development and gastrulation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2013]",Transcription Factor
1114,ENSG00000116016,ENSG00000116016,EPAS1,endothelial PAS domain protein 1,2p21,2034,2,protein-coding,EPAS1,endothelial PAS domain protein 1,"This gene encodes a transcription factor involved in the induction of genes regulated by oxygen, which is induced as oxygen levels fall. The encoded protein contains a basic-helix-loop-helix domain protein dimerization domain as well as a domain found in proteins in signal transduction pathways which respond to oxygen levels. Mutations in this gene are associated with erythrocytosis familial type 4. [provided by RefSeq, Nov 2009]",Transcription Factor
12534,ENSG00000006468,ENSG00000006468,ETV1,ETS variant 1,7p21.2,2115,7,protein-coding,ETV1,ETS variant 1,"This gene encodes a member of the ETS (E twenty-six) family of transcription factors. The ETS proteins regulate many target genes that modulate biological processes like cell growth, angiogenesis, migration, proliferation and differentiation. All ETS proteins contain an ETS DNA-binding domain that binds to DNA sequences containing the consensus 5'-CGGA[AT]-3'. The protein encoded by this gene contains a conserved short acidic transactivation domain (TAD) in the N-terminal region, in addition to the ETS DNA-binding domain in the C-terminal region. This gene is involved in chromosomal translocations, which result in multiple fusion proteins including EWS-ETV1 in Ewing sarcoma and at least 10 ETV1 partners (see PMID: 19657377, Table 1) in prostate cancer. In addition to chromosomal rearrangement, this gene is overexpressed in prostate cancer, melanoma and gastrointestinal stromal tumor. Multiple alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2016]",Transcription Factor
14622,ENSG00000153266,ENSG00000153266,FEZF2,FEZ family zinc finger 2,3p14.2,55079,3,protein-coding,FEZF2,FEZ family zinc finger 2,NA,Transcription Factor
6196,ENSG00000170345,ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",14q24.3,2353,14,protein-coding,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit","The Fos gene family consists of 4 members: FOS, FOSB, FOSL1, and FOSL2.  These genes encode leucine zipper proteins that can dimerize with proteins of the JUN family, thereby forming the transcription factor complex AP-1.  As such, the FOS proteins have been implicated as regulators of cell proliferation, differentiation, and transformation.  In some cases, expression of the FOS gene has also been associated with apoptotic cell death. [provided by RefSeq, Jul 2008]",Transcription Factor
8301,ENSG00000125740,ENSG00000125740,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",19q13.32,2354,19,protein-coding,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit","The Fos gene family consists of 4 members: FOS, FOSB, FOSL1, and FOSL2. These genes encode leucine zipper proteins that can dimerize with proteins of the JUN family, thereby forming the transcription factor complex AP-1. As such, the FOS proteins have been implicated as regulators of cell proliferation, differentiation, and transformation. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",Transcription Factor
14984,ENSG00000176165,ENSG00000176165,FOXG1,forkhead box G1,14q12,2290,14,protein-coding,FOXG1,forkhead box G1,"This locus encodes a member of the forked-head transcription factor family. The encoded protein, which functions as a repressor, may play a role in brain development. Mutations at this locus have been associated with Rett syndrome. [provided by RefSeq, Feb 2012]",Transcription Factor
15479,ENSG00000129654,ENSG00000129654,FOXJ1,forkhead box J1,17q25.1,2302,17,protein-coding,FOXJ1,forkhead box J1,"This gene encodes a member of the forkhead family of transcription factors. Similar genes in zebrafish and mouse have been shown to regulate the transcription of genes that control the production of motile cilia. The mouse ortholog also functions in the determination of left-right asymmetry. Polymorphisms in this gene are associated with systemic lupus erythematosus and allergic rhinitis.[provided by RefSeq, Sep 2009]",Transcription Factor
1857,ENSG00000114861,ENSG00000114861,FOXP1,forkhead box P1,3p13,27086,3,protein-coding,FOXP1,forkhead box P1,"This gene belongs to subfamily P of the forkhead box (FOX) transcription factor family. Forkhead box transcription factors play important roles in the regulation of tissue- and cell type-specific gene transcription during both development and adulthood. Forkhead box P1 protein contains both DNA-binding- and protein-protein binding-domains. This gene may act as a tumor suppressor as it is lost in several tumor types and maps to a chromosomal region (3p14.1) reported to contain a tumor suppressor gene(s). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]",Transcription Factor
12049,ENSG00000128573,ENSG00000128573,FOXP2,forkhead box P2,7q31.1,93986,7,protein-coding,FOXP2,forkhead box P2,"This gene encodes a member of the forkhead/winged-helix (FOX) family of transcription factors. It is expressed in fetal and adult brain as well as in several other organs such as the lung and gut. The protein product contains a FOX DNA-binding domain and a large polyglutamine tract and is an evolutionarily conserved transcription factor, which may bind directly to approximately 300 to 400 gene promoters in the human genome to regulate the expression of a variety of genes. This gene is required for proper development of speech and language regions of the brain during embryogenesis, and may be involved in a variety of biological pathways and cascades that may ultimately influence language development. Mutations in this gene cause speech-language disorder 1 (SPCH1), also known as autosomal dominant speech and language disorder with orofacial dyspraxia. Multiple alternative transcripts encoding different isoforms have been identified in this gene.[provided by RefSeq, Feb 2010]",Transcription Factor
15782,ENSG00000197576,ENSG00000197576,HOXA4,homeobox A4,7p15.2,3201,7,protein-coding,HOXA4,homeobox A4,"In vertebrates, the genes encoding the class of transcription factors called homeobox genes are found in clusters named A, B, C, and D on four separate chromosomes. Expression of these proteins is spatially and temporally regulated during embryonic development. This gene is part of the A cluster on chromosome 7 and encodes a DNA-binding transcription factor which may regulate gene expression, morphogenesis, and differentiation. [provided by RefSeq, Jul 2008]",Transcription Factor
1005,ENSG00000115738,ENSG00000115738,ID2,inhibitor of DNA binding 2,2p25.1,3398,2,protein-coding,ID2,inhibitor of DNA binding 2,"The protein encoded by this gene belongs to the inhibitor of DNA binding family, members of which are transcriptional regulators that contain a helix-loop-helix (HLH) domain but not a basic domain. Members of the inhibitor of DNA binding family inhibit the functions of basic helix-loop-helix transcription factors in a dominant-negative manner by suppressing their heterodimerization partners through the HLH domains. This protein may play a role in negatively regulating cell differentiation. A pseudogene of this gene is located on chromosome 3. [provided by RefSeq, Aug 2011]",Transcription Factor
12129,ENSG00000138136,ENSG00000138136,LBX1,ladybird homeobox 1,10q24.32,10660,10,protein-coding,LBX1,ladybird homeobox 1,"This gene and the orthologous mouse gene were found by their homology to the Drosophila lady bird early and late homeobox genes. In the mouse, this gene is a key regulator of muscle precursor cell migration and is required for the acquisition of dorsal identities of forelimb muscles. [provided by RefSeq, Jul 2008]",Transcription Factor
2330,ENSG00000138795,ENSG00000138795,LEF1,lymphoid enhancer binding factor 1,4q25,51176,4,protein-coding,LEF1,lymphoid enhancer binding factor 1,"This gene encodes a transcription factor belonging to a family of proteins that share homology with the high mobility group protein-1. The protein encoded by this gene can bind to a functionally important site in the T-cell receptor-alpha enhancer, thereby conferring maximal enhancer activity. This transcription factor is involved in the Wnt signaling pathway, and it may function in hair cell differentiation and follicle morphogenesis. Mutations in this gene have been found in somatic sebaceous tumors. This gene has also been linked to other cancers, including androgen-independent prostate cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]",Transcription Factor
14846,ENSG00000106689,ENSG00000106689,LHX2,LIM homeobox 2,9q33.3,9355,9,protein-coding,LHX2,LIM homeobox 2,"This gene encodes a protein belonging to a large protein family, members of which carry the LIM domain, a unique cysteine-rich zinc-binding domain. The encoded protein may function as a transcriptional regulator. The protein can recapitulate or rescue phenotypes in Drosophila caused by a related protein, suggesting conservation of function during evolution. [provided by RefSeq, Jul 2008]",Transcription Factor
10623,ENSG00000106852,ENSG00000106852,LHX6,LIM homeobox 6,9q33.2,26468,9,protein-coding,LHX6,LIM homeobox 6,"This gene encodes a member of a large protein family that contains the LIM domain, a unique cysteine-rich zinc-binding domain. The encoded protein has tandem LIM domains as well as a DNA-binding homeodomain. The protein functions as a transcription factor involved in embryogenesis and head development and is highly expressed in neural crest derived mesenchyme cells. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jan 2017]",Transcription Factor
10873,ENSG00000048540,ENSG00000048540,LMO3,LIM domain only 3,12p12.3,55885,12,protein-coding,LMO3,LIM domain only 3,"The protein encoded by this gene belongs to the rhombotin family of cysteine-rich LIM domain oncogenes. This gene is predominantly expressed in the brain. Related family members, LMO1 and LMO2 on chromosome 11, have been reported to be involved in chromosomal translocations in T-cell leukemia. Many alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Aug 2011]",Transcription Factor
436,ENSG00000143013,ENSG00000143013,LMO4,LIM domain only 4,1p22.3,8543,1,protein-coding,LMO4,LIM domain only 4,"This gene encodes a cysteine-rich protein that contains two LIM domains but lacks a DNA-binding homeodomain. The encoded protein may play a role as a transcriptional regulator or as an oncogene. [provided by RefSeq, Aug 2008]",Transcription Factor
